APOGEE_ID,TARGET_ID,MJD,SNR,STARFLAG,STARFLAGS,DATEOBS,JD,VRELERR,VHELIO
2M05120630-5913438,2M05120630-5913438,58440,230.76,0,,2018-11-18T03:02:26.071,2458440.64417,0.02385399304330349,49.36176300048828
