APOGEE_ID,TARGET_ID,MJD,SNR,STARFLAG,STARFLAGS,DATEOBS,JD,VRELERR,VHELIO
2M06040390-5600065,2M06040390-5600065,58884,208128,0,,2020-02-05T02:42:00.330,2458884.63652,0.029129434376955032,96.36078643798828
