APOGEE_ID,TARGET_ID,MJD,SNR,STARFLAG,STARFLAGS,DATEOBS,JD,VRELERR,VHELIO
2M23513172-0312308,2M23513172-0312308,58439,450496,0,,2018-11-17T02:43:08.433,2458439.64806,0.022970177233219147,-70.23849487304688
