APOGEE_ID,TARGET_ID,MJD,SNR,STARFLAG,STARFLAGS,DATEOBS,JD,VRELERR,VHELIO
2M18461977-3021506,2M18461977-3021506,56839,396546,512,PERSIST_HIGH,2014-07-01T07:31:09.829,2456839.83657,0.026238838210701942,-226.0829315185547
