APOGEE_ID,TARGET_ID,MJD,SNR,STARFLAG,STARFLAGS,DATEOBS,JD,VRELERR,VHELIO
2M10071742+0605101,2M10071742+0605101,58567,199456,0,,2019-03-25T04:20:07.007,2458567.69723,0.03797838663314738,-16.287560378990513
2M10071742+0605101,2M10071742+0605101,58549,243168,0,,2019-03-07T04:28:40.060,2458549.72029,0.03145502435465574,-16.17606200435959
2M10071742+0605101,2M10071742+0605101,58566,184804,0,,2019-03-24T03:35:33.301,2458566.66629,0.04104415037312489,-16.340077433261847
